epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2643393278121948,1.879851222038269,0.0005,0.2978515625,1.8004324436187744
1,0.36048176884651184,1.6441032886505127,0.0005,0.3803013265132904,1.6171525716781616
2,0.42785826325416565,1.4827886819839478,0.0005,0.4412667453289032,1.455322265625
3,0.46566590666770935,1.378016471862793,0.0005,0.4923270046710968,1.3277500867843628
4,0.49572351574897766,1.3184571266174316,0.0005,0.5298548936843872,1.2232404947280884
5,0.5110839605331421,1.277722954750061,0.0005,0.5249720811843872,1.2465864419937134
6,0.5273520946502686,1.2378959655761719,0.0005,0.5669642686843872,1.1530195474624634
7,0.5365334153175354,1.2134073972702026,0.0005,0.5538504719734192,1.2018519639968872
8,0.5429568886756897,1.1996312141418457,0.0005,0.5591517686843872,1.1508396863937378
9,0.5566765666007996,1.1757776737213135,0.0005,0.5431082844734192,1.1804722547531128
10,0.5639378428459167,1.1553382873535156,0.0005,0.5398995280265808,1.2012721300125122
11,0.5677081346511841,1.1488455533981323,0.0005,0.5837053656578064,1.1127798557281494
12,0.571129322052002,1.1267883777618408,0.0005,0.5837053656578064,1.1066415309906006
13,0.5790190100669861,1.1109226942062378,0.0005,0.5696149468421936,1.12921142578125
14,0.5825798511505127,1.100080132484436,0.0005,0.6011439561843872,1.0603071451187134
15,0.5886542201042175,1.0820642709732056,0.0005,0.6169084906578064,1.0390450954437256
16,0.5941700339317322,1.0687614679336548,0.0005,0.6010044813156128,1.0631757974624634
17,0.5979053974151611,1.060826063156128,0.0005,0.5682198405265808,1.1395132541656494
18,0.601396381855011,1.0531202554702759,0.0005,0.5592913031578064,1.16326904296875
19,0.6091115474700928,1.044616937637329,0.0005,0.5615234375,1.1430490016937256
20,0.6122883558273315,1.0267587900161743,0.0005,0.5414341688156128,1.2113473415374756
21,0.6162680983543396,1.018396019935608,0.0005,0.6170479655265808,1.0379072427749634
22,0.6216442584991455,1.0058377981185913,0.0005,0.6268135905265808,1.0009983777999878
23,0.6208413243293762,1.0044394731521606,0.0005,0.6390904188156128,0.9778050184249878
24,0.6251353025436401,0.9959014654159546,0.0005,0.6022600531578064,1.0654428005218506
25,0.6310001611709595,0.9772617220878601,0.0005,0.6157923936843872,1.0250418186187744
26,0.6321172714233398,0.9728065729141235,0.0005,0.6121651530265808,1.04852294921875
27,0.6362366676330566,0.9649330973625183,0.0005,0.6156529188156128,1.0345590114593506
28,0.6424506902694702,0.9536500573158264,0.0005,0.6266741156578064,1.0009329319000244
29,0.6425554156303406,0.9491696357727051,0.0005,0.6261160969734192,1.0025068521499634
30,0.6576016545295715,0.9129095673561096,0.000100000005,0.6607142686843872,0.9340340495109558
31,0.6683191061019897,0.8856968283653259,0.000100000005,0.6614118218421936,0.9322989583015442
32,0.6679350733757019,0.8840871453285217,0.000100000005,0.6556919813156128,0.9442225694656372
33,0.6678652763366699,0.8814376592636108,0.000100000005,0.6647600531578064,0.9266575574874878
34,0.6717402935028076,0.8728594183921814,0.000100000005,0.6648995280265808,0.9328656792640686
35,0.678955078125,0.8588780164718628,0.000100000005,0.6587611436843872,0.9399065375328064
36,0.6777448058128357,0.8586118221282959,0.000100000005,0.6632254719734192,0.9449942708015442
37,0.6828067898750305,0.8504654169082642,0.000100000005,0.6707589030265808,0.9226030707359314
38,0.6790364980697632,0.8537607192993164,0.000100000005,0.6665736436843872,0.9261692762374878
39,0.6835747957229614,0.849581241607666,0.000100000005,0.6711774468421936,0.9142107367515564
40,0.6851806640625,0.8406182527542114,0.000100000005,0.6658760905265808,0.9258335828781128
41,0.6886716485023499,0.8371199369430542,0.000100000005,0.6668526530265808,0.9317387342453003
42,0.684238076210022,0.839307963848114,0.000100000005,0.6579241156578064,0.9505658745765686
43,0.6903124451637268,0.832021951675415,0.000100000005,0.6619698405265808,0.93359375
44,0.692895770072937,0.8183648586273193,0.000100000005,0.6736885905265808,0.9232918620109558
45,0.6927212476730347,0.8232383131980896,0.000100000005,0.666015625,0.93157958984375
46,0.6950601935386658,0.8190553188323975,2.0000001e-05,0.6746651530265808,0.9207066297531128
47,0.6941525340080261,0.8217776417732239,2.0000001e-05,0.6715959906578064,0.9183174967765808
48,0.6954442262649536,0.8104729056358337,2.0000001e-05,0.6742466688156128,0.9190760850906372
49,0.6948158740997314,0.8171408772468567,2.0000001e-05,0.6753627061843872,0.9150041937828064
50,0.6975388526916504,0.8054810166358948,2.0000001e-05,0.6729910969734192,0.9214957356452942
51,0.6994588971138,0.8088186979293823,2.0000001e-05,0.67578125,0.9161507487297058
52,0.6972595453262329,0.8055562973022461,4.0000004e-06,0.67578125,0.9150782823562622
53,0.6991795897483826,0.8063316345214844,4.0000004e-06,0.6763392686843872,0.9149910807609558
54,0.7025659084320068,0.801491916179657,4.0000004e-06,0.6748046875,0.9130379557609558
55,0.7015185952186584,0.8038926720619202,4.0000004e-06,0.6756417155265808,0.9148646593093872
56,0.7016582489013672,0.8028483390808105,4.0000004e-06,0.6746651530265808,0.9148734211921692
57,0.6999825239181519,0.8031619787216187,4.0000004e-06,0.6748046875,0.915924072265625
58,0.7005760073661804,0.8043684959411621,4.0000004e-06,0.6750836968421936,0.9167742133140564
59,0.6989701390266418,0.8059008717536926,4.0000004e-06,0.6774553656578064,0.9146510362625122
